new ID,X_E(p),n,B_EV,A_BT,A'_VIP,X_IR,B_EI1,A'_ρ,A'_EI,B_EI2,A_VIP,B_E(a&R) ,A_DM,orientation,A'_V,B_E(p),B_VEN,B_EM,B_EI3,A'_MPI,A'_So,B_IR,A_EN,A'_AW,B_RC,B_CPM,A'_DM,B_E,B_R
59,-0.6359515708006533,1.1352670757945116,-0.46286832112122095,-0.9906310620437923,-0.3743292450699701,0.149622476037266,-0.2659489274399519,0.02761007034210412,-0.8394644726214768,-0.2268541983299442,-0.8094288686584274,-0.4707733992874412,0.9874397306521749,-0.2845936058985837,1.1303238920135614,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.8545644007331084,0.8736742430652935,-0.09678393304124405,0.09931400188875794,0.8136098405392371,0.533714826785264,-0.369314396660811,1.0768880014981044,-0.5715882309920433,0.38039774810080346
82,1.1138499719100667,-0.7165564052543306,-1.8732912675762738,1.0206260911354241,1.7586968368039144,-1.528276941379417,4.58144411012771,-0.2610080263246452,-0.7698999812535018,1.5535179106373007,0.7596183187783779,-1.274334891174626,-0.8920854947405383,-0.2845936058985837,0.4761607988425257,-3.5769650714907137,4.143908350669197,-0.12316609193596835,3.112698530709902,-0.5898561564283391,0.056384329522237195,4.744198543697988,-0.4382288654037143,0.1954663331191707,-0.7998548815397445,-0.8245899028892038,-0.3034939630695159,1.2062044004546513,1.4285071503824007
34,1.697117152813641,-0.7165564052543306,1.8739378202419703,1.0206260911354241,-0.4140045655227149,0.45164437117226847,0.6863313079297783,-0.9142839874338057,-0.35762609043826943,4.769991278771495,0.7596183187783779,1.3149188049063008,-0.8920854947405383,-0.2845936058985837,-2.067723314627202,0.4987799900484984,3.592158914779351,0.7425187276139821,2.7488643667137254,0.36270193466951584,-1.3873562284116898,-2.7504417585932535,-0.4382288654037143,-1.7179661676712736,-3.2618297276782218,2.8176141469379545,-0.9358539924008196,1.8263646207267552,1.742939971066879
74,1.1138499719100667,-0.7165564052543306,-0.46286832112122095,1.0206260911354241,-0.6207624097584391,-1.528276941379417,-0.2659489274399519,0.4943943382204429,0.7393265514909673,-0.2268541983299442,0.7596183187783779,-0.4707733992874412,-0.8920854947405383,-0.2845936058985837,0.35888468876826474,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.6405008822215992,1.8278705888262226,-0.09678393304124405,-0.4382288654037143,0.44735200539770226,0.533714826785264,-0.369314396660811,0.5325612912005995,-0.5715882309920433,0.38039774810080346
24,-0.6359515708006533,2.3698160631604064,-0.46286832112122095,-0.9906310620437923,-0.3855946203088047,0.149622476037266,-0.2659489274399519,-0.9081786046197013,-0.5825333386424667,-0.2268541983299442,-0.8094288686584274,-0.4707733992874412,0.9874397306521749,-0.2845936058985837,-1.4493465037351871,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.02339846698543399,-1.0139750496356745,-0.09678393304124405,0.09931400188875794,-1.3239542786899534,0.533714826785264,-0.369314396660811,-0.6354493830890696,-0.5715882309920433,0.38039774810080346
133,-0.6359515708006533,-0.7165564052543306,-0.46286832112122095,1.0206260911354241,-0.7416125237811678,0.149622476037266,-0.2659489274399519,-0.298750392811835,1.1597409678918138,-0.2268541983299442,0.7596183187783779,-0.4707733992874412,-0.8920854947405383,-0.2845936058985837,0.10197363915035429,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,1.6370562407891884,-0.9144067352954036,-0.09678393304124405,-0.4382288654037143,-0.08585150720255003,0.533714826785264,-0.369314396660811,-1.336228115925426,-0.5715882309920433,0.38039774810080346
53,-0.6359515708006533,0.5179925821115643,-0.46286832112122095,-0.9906310620437923,-0.5981207310781992,0.149622476037266,-0.2659489274399519,0.9811598589449403,0.5568038579887273,-0.2268541983299442,-0.8094288686584274,-0.4707733992874412,0.9874397306521749,-0.2845936058985837,0.2719823938688292,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.6235651801124165,1.6868154768441717,-0.09678393304124405,0.09931400188875794,0.5889105172452718,0.533714826785264,-0.369314396660811,0.21182632758352143,-0.5715882309920433,0.38039774810080346
11,-0.6359515708006533,0.5179925821115643,-0.46286832112122095,-0.9906310620437923,-0.37575898634754645,0.149622476037266,-0.2659489274399519,-0.8915275605812351,-0.7423163821617517,-0.2268541983299442,-0.8094288686584274,-0.4707733992874412,0.9874397306521749,-0.2845936058985837,-0.21921108490442007,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.5294351597210587,-0.37092968618809197,-0.09678393304124405,0.09931400188875794,-0.5359305007273133,0.533714826785264,-0.369314396660811,0.26837186833796184,-0.5715882309920433,0.38039774810080346
113,-0.6359515708006533,0.5179925821115643,-0.46286832112122095,-0.9906310620437923,-0.7416125237811678,0.149622476037266,-0.2659489274399519,-0.298750392811835,1.1597409678918138,-0.2268541983299442,-0.8094288686584274,-0.4707733992874412,0.9874397306521749,-0.2845936058985837,0.10197363915035429,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,1.6370562407891884,-0.9144067352954036,-0.09678393304124405,0.09931400188875794,-0.08585150720255003,0.533714826785264,-0.369314396660811,-1.336228115925426,-0.5715882309920433,0.38039774810080346
62,-0.6359515708006533,0.5179925821115643,-0.46286832112122095,-0.9906310620437923,1.669917298679925,0.149622476037266,-0.2659489274399519,-0.882091968959438,-0.8288346954105096,-0.2268541983299442,-0.8094288686584274,-0.4707733992874412,0.9874397306521749,-0.2845936058985837,1.0093396751740231,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.8665562724666035,0.3592379523072277,-0.09678393304124405,0.09931400188875794,0.2520929963323801,0.533714826785264,-0.369314396660811,1.2774510287403038,-0.5715882309920433,0.38039774810080346
135,-0.6359515708006533,-0.7165564052543306,-0.46286832112122095,1.0206260911354241,1.694013369349424,0.149622476037266,-0.2659489274399519,-0.8487898808825047,-0.9465022925116587,-0.2268541983299442,0.7596183187783779,-0.4707733992874412,-0.8920854947405383,-0.2845936058985837,1.5960896357397167,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.8855626371732628,0.16010132362668608,-0.09678393304124405,-0.4382288654037143,0.6461048853137,0.533714826785264,-0.369314396660811,0.5194031050741424,-0.5715882309920433,0.38039774810080346
4,-0.6359515708006533,-0.7165564052543306,2.2528303598423642,-0.9906310620437923,-0.37575898634754645,0.149622476037266,1.2182068908954824,-0.8915275605812351,-0.7423163821617517,0.6289047711736486,-0.8094288686584274,3.725603280567853,0.9874397306521749,-0.2845936058985837,-0.21921108490442007,-1.5390925407211054,-0.27008713644957505,3.8642306526577426,1.2700545388582973,-0.5294351597210587,-0.37092968618809197,0.24741436232324288,0.09931400188875794,-0.5359305007273133,-2.7489183013993723,3.72816515939474,0.26837186833796184,2.322492796944434,-2.7639304587439852
93,-0.6359515708006533,-0.09928191157138315,-0.46286832112122095,-0.9906310620437923,-0.5903804076099407,0.149622476037266,-0.2659489274399519,0.1597083530472703,0.47176564030099055,-0.2268541983299442,-0.8094288686584274,-0.4707733992874412,0.9874397306521749,-0.2845936058985837,0.5179596416101886,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.6915506639602921,1.4544894100502066,-0.09678393304124405,0.09931400188875794,0.4195979515579168,0.533714826785264,-0.369314396660811,0.26887538630151997,-0.5715882309920433,0.38039774810080346
173,1.1138499719100667,-0.7165564052543306,-0.46286832112122095,1.0206260911354241,2.0615431551774455,-1.528276941379417,-0.2659489274399519,0.45221169332299466,1.3502696328377566,-0.2268541983299442,0.7596183187783779,-0.4707733992874412,-0.8920854947405383,-0.2845936058985837,1.4125886889429222,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,1.1010763825713783,0.29700775584455835,-0.09678393304124405,-0.4382288654037143,1.2636888340640007,0.533714826785264,-0.369314396660811,-0.13996683459503417,-0.5715882309920433,0.38039774810080346
64,-0.6359515708006533,-0.09928191157138315,1.683585108959476,-0.7462683007817458,2.108256253815502,0.149622476037266,-0.485705904832966,-0.8865322473696952,-0.6867455215525184,-0.6006339781131227,7.172915853207772,1.047064974277239,2.588882685447199,-0.2845936058985837,-0.8397842745773787,-1.5390925407211054,-0.27008713644957505,-0.03528596631498854,-0.8366626365389198,-0.2557764572123918,-0.9102580555312255,0.4139619245963817,6.662253719742236,-0.9299423897086336,-0.9024371667955144,0.0859611095675898,-0.5947008739569934,1.0821723564002297,-1.5061991760060696
42,-0.6359515708006533,0.5179925821115643,-0.46286832112122095,-0.9401376482931905,-0.794623879254065,0.149622476037266,-0.2659489274399519,-0.19606895457462642,1.448965095929458,-0.2268541983299442,-1.0792776801609214,-0.4707733992874412,-0.7112498484904164,-0.2845936058985837,-0.5061571915646762,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,2.028515917483128,-1.1176920437401234,-0.09678393304124405,1.4554340180940681,-0.4798633961838699,0.533714826785264,-0.369314396660811,-1.034579666441749,-0.5715882309920433,0.38039774810080346
16,-0.6359515708006533,-0.09928191157138315,1.683585108959476,-0.9906310620437923,-0.37575898634754645,0.149622476037266,-0.485705904832966,-0.8915275605812351,-0.7423163821617517,-0.6006339781131227,-0.8094288686584274,1.047064974277239,0.9874397306521749,-0.2845936058985837,-0.21921108490442007,-1.5390925407211054,-0.27008713644957505,-0.03528596631498854,-0.8366626365389198,-0.5294351597210587,-0.37092968618809197,0.4139619245963817,0.09931400188875794,-0.5359305007273133,-0.9024371667955144,0.0859611095675898,0.26837186833796184,1.0821723564002297,-1.5061991760060696
21,-0.6359515708006533,-0.7165564052543306,-0.46286832112122095,1.0206260911354241,-0.37575898634754645,0.149622476037266,-0.2659489274399519,-0.8915275605812351,-0.7423163821617517,-0.2268541983299442,0.7596183187783779,-0.4707733992874412,-0.8920854947405383,-0.2845936058985837,-0.21921108490442007,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.5294351597210587,-0.37092968618809197,-0.09678393304124405,-0.4382288654037143,-0.5359305007273133,0.533714826785264,-0.369314396660811,0.26837186833796184,-0.5715882309920433,0.38039774810080346
163,-0.6359515708006533,-0.7165564052543306,1.683585108959476,1.0206260911354241,1.9333471290733755,0.149622476037266,-0.485705904832966,0.07756320245750242,-0.6216885939385611,-0.6006339781131227,0.7596183187783779,1.047064974277239,-0.8920854947405383,-0.2845936058985837,-1.1585459002898457,-1.5390925407211054,-0.27008713644957505,-0.03528596631498854,-0.8366626365389198,-0.18853378038315524,-0.4165651635940496,0.4139619245963817,-0.4382288654037143,-0.8745261372926232,-0.9024371667955144,0.0859611095675898,-0.11148907079935068,1.0821723564002297,-1.5061991760060696
146,-0.6359515708006533,-0.7165564052543306,-0.46286832112122095,1.0206260911354241,1.9677471972260974,0.149622476037266,-0.2659489274399519,-0.8437945676709654,-0.8036057938022014,-0.2268541983299442,0.7596183187783779,-0.4707733992874412,-0.8920854947405383,-0.2845936058985837,-0.24712771453015983,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.4345527376702036,-0.6281478315671248,-0.09678393304124405,-0.4382288654037143,-0.5359305007273133,0.533714826785264,-0.369314396660811,-0.5527203735109456,-0.5715882309920433,0.38039774810080346
77,-0.6359515708006533,1.1352670757945116,-0.46286832112122095,-0.9906310620437923,-0.6207624097584391,0.149622476037266,-0.2659489274399519,0.4943943382204429,0.7393265514909673,-0.2268541983299442,-0.8094288686584274,-0.4707733992874412,0.9874397306521749,-0.2845936058985837,0.35888468876826474,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.6405008822215992,1.8278705888262226,-0.09678393304124405,0.09931400188875794,0.44735200539770226,0.533714826785264,-0.369314396660811,0.5325612912005995,-0.5715882309920433,0.38039774810080346
78,-0.6359515708006533,-0.09928191157138315,-0.46286832112122095,-0.9906310620437923,-0.6207624097584391,0.149622476037266,-0.2659489274399519,0.4943943382204429,0.7393265514909673,-0.2268541983299442,-0.8094288686584274,-0.4707733992874412,0.9874397306521749,-0.2845936058985837,0.35888468876826474,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.6405008822215992,1.8278705888262226,-0.09678393304124405,0.09931400188875794,0.44735200539770226,0.533714826785264,-0.369314396660811,0.5325612912005995,-0.5715882309920433,0.38039774810080346
122,-0.6359515708006533,2.3698160631604064,-0.46286832112122095,-0.9906310620437923,-0.7416125237811678,0.149622476037266,-0.2659489274399519,-0.298750392811835,1.1597409678918138,-0.2268541983299442,-0.8094288686584274,-0.4707733992874412,0.9874397306521749,-0.2845936058985837,0.10197363915035429,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,1.6370562407891884,-0.9144067352954036,-0.09678393304124405,0.09931400188875794,-0.08585150720255003,0.533714826785264,-0.369314396660811,-1.336228115925426,-0.5715882309920433,0.38039774810080346
98,2.2803843337172154,-0.7165564052543306,-0.46286832112122095,1.0206260911354241,-0.5903804076099407,2.4315656837239548,-0.2659489274399519,0.1597083530472703,0.47176564030099055,-0.2268541983299442,0.7596183187783779,-0.4707733992874412,-0.8920854947405383,-0.2845936058985837,0.5179596416101886,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.6915506639602921,1.4544894100502066,-0.09678393304124405,-0.4382288654037143,0.4195979515579168,0.533714826785264,-0.369314396660811,0.26887538630151997,-0.5715882309920433,0.38039774810080346
144,-0.6359515708006533,-0.09928191157138315,-0.46286832112122095,-0.9906310620437923,-0.3689553899232174,0.149622476037266,-0.2659489274399519,-0.8432395328696832,-0.761355793242155,-0.2268541983299442,-0.8094288686584274,-0.4707733992874412,0.9874397306521749,-0.2845936058985837,-0.24741890911829753,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.4573163954998161,-0.45805196123582914,-0.09678393304124405,0.09931400188875794,-0.5359305007273133,0.533714826785264,-0.369314396660811,-0.15310912388355105,-0.5715882309920433,0.38039774810080346
101,1.1138499719100667,-0.7165564052543306,-0.46286832112122095,1.0206260911354241,1.7211907789792165,-1.528276941379417,-0.2659489274399519,1.216494614688597,-0.28308309581958824,-0.2268541983299442,0.7596183187783779,-0.4707733992874412,-0.8920854947405383,-0.2845936058985837,0.3141456262345336,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.6541377912743405,0.5832666595728366,-0.09678393304124405,-0.4382288654037143,0.7281102870496574,0.533714826785264,-0.369314396660811,-0.4458300995736531,-0.5715882309920433,0.38039774810080346
154,1.1138499719100667,-0.7165564052543306,-0.46286832112122095,1.0206260911354241,1.8338691820792457,-1.528276941379417,-0.2659489274399519,0.9500779100731362,-0.5795058704494702,-0.2268541983299442,0.7596183187783779,-0.4707733992874412,-0.8920854947405383,-0.2845936058985837,-0.5083393012823176,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.41106559901349726,-0.07222474316727953,-0.09678393304124405,-0.4382288654037143,-0.08771305103012882,0.533714826785264,-0.369314396660811,0.9139183651500256,-0.5715882309920433,0.38039774810080346
66,-0.6359515708006533,-0.7165564052543306,-0.46286832112122095,1.0206260911354241,1.4810435457697473,0.149622476037266,-0.2659489274399519,2.701767742919791,-0.785777369998997,-0.2268541983299442,0.7596183187783779,-0.4707733992874412,-0.8920854947405383,-0.2845936058985837,1.883328258197676,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.9879480136109013,1.338326376653224,-0.09678393304124405,-0.4382288654037143,3.0298102115620313,0.533714826785264,-0.369314396660811,2.683379116023252,-0.5715882309920433,0.38039774810080346
55,-0.6359515708006533,-0.09928191157138315,1.683585108959476,-0.9906310620437923,-0.7416125237811678,0.149622476037266,-0.485705904832966,-0.298750392811835,1.1597409678918138,-0.6006339781131227,-0.8094288686584274,1.047064974277239,0.9874397306521749,-0.2845936058985837,0.10197363915035429,-1.5390925407211054,-0.27008713644957505,-0.03528596631498854,-0.8366626365389198,1.6370562407891884,-0.9144067352954036,0.4139619245963817,0.09931400188875794,-0.08585150720255003,-0.9024371667955144,0.0859611095675898,-1.336228115925426,1.0821723564002297,-1.5061991760060696
109,1.1138499719100667,-0.09928191157138315,-0.46286832112122095,-0.9401376482931905,-0.7416125237811678,-1.528276941379417,-0.2659489274399519,-0.298750392811835,1.1597409678918138,-0.2268541983299442,-1.0792776801609214,-0.4707733992874412,-0.7112498484904164,-0.2845936058985837,0.10197363915035429,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,1.6370562407891884,-0.9144067352954036,-0.09678393304124405,1.4554340180940681,-0.08585150720255003,0.533714826785264,-0.369314396660811,-1.336228115925426,-0.5715882309920433,0.38039774810080346
174,2.2803843337172154,-0.7165564052543306,-1.8732912675762738,1.0206260911354241,2.483834497007811,2.4315656837239548,4.58144411012771,0.5138205562653193,1.986239784579988,1.5535179106373007,0.7596183187783779,-1.274334891174626,-0.8920854947405383,-0.2845936058985837,-0.24932171513388673,-3.5769650714907137,4.143908350669197,-0.12316609193596835,3.112698530709902,1.9359275893952481,-0.6115531125104131,4.744198543697988,-0.4382288654037143,-0.030435254786539627,-0.7998548815397445,-0.8245899028892038,-0.9736871275526077,1.2062044004546513,1.4285071503824007
150,2.2803843337172154,0.5179925821115643,-0.46286832112122095,-0.853245896603997,-0.3855946203088047,2.4315656837239548,-0.2659489274399519,-0.9081786046197013,-0.5825333386424667,-0.2268541983299442,-0.7195182715908864,-0.4707733992874412,2.3976007966412807,-0.2845936058985837,-1.4493465037351871,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.02339846698543399,-1.0139750496356745,-0.09678393304124405,3.789117456106637,-1.3239542786899534,0.533714826785264,-0.369314396660811,-0.6354493830890696,-0.5715882309920433,0.38039774810080346
136,-0.6359515708006533,-0.09928191157138315,-0.46286832112122095,-0.9401376482931905,-0.3743292450699701,0.149622476037266,-0.2659489274399519,0.02761007034210412,-0.8394644726214768,-0.2268541983299442,-1.0792776801609214,-0.4707733992874412,-0.7112498484904164,-0.2845936058985837,1.1303238920135614,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.8545644007331084,0.8736742430652935,-0.09678393304124405,1.4554340180940681,0.8136098405392371,0.533714826785264,-0.369314396660811,1.0768880014981044,-0.5715882309920433,0.38039774810080346
103,1.1138499719100667,0.5179925821115643,-0.46286832112122095,-0.853245896603997,-0.6280836711280975,-1.528276941379417,-0.2659489274399519,-0.655637770036296,0.6038305305866141,-0.2268541983299442,-0.7195182715908864,-0.4707733992874412,2.3976007966412807,-0.2845936058985837,-1.0310267166996432,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,-0.2358036788770132,0.5168877833459897,-0.09678393304124405,3.789117456106637,-0.9865690529218426,0.533714826785264,-0.369314396660811,-0.3778258368582003,-0.5715882309920433,0.38039774810080346
32,0.33616039931619274,-0.09928191157138315,-0.680414276872643,-0.9906310620437923,-0.4140045655227149,0.9102702096956292,3.4985836418143035,-0.9142839874338057,-0.35762609043826943,1.1994107508427105,-0.8094288686584274,1.939911076374111,0.9874397306521749,5.141657813234418,-2.067723314627202,0.4987799900484984,0.2816622994402715,4.244607315793329,-3.7825457063144157,0.36270193466951584,-1.3873562284116898,-1.8344301660909907,0.09931400188875794,-1.7179661676712736,-0.7998548815397445,2.3623386407095617,-0.9358539924008196,3.356093164064605,-2.3446866978313476
40,-0.6359515708006533,0.5179925821115643,-0.46286832112122095,-0.9906310620437923,-0.794623879254065,0.149622476037266,-0.2659489274399519,-0.19606895457462642,1.448965095929458,-0.2268541983299442,-0.8094288686584274,-0.4707733992874412,0.9874397306521749,-0.2845936058985837,-0.5061571915646762,0.4987799900484984,-0.27008713644957505,-0.33171743482754745,-0.026838206999042487,2.028515917483128,-1.1176920437401234,-0.09678393304124405,0.09931400188875794,-0.4798633961838699,0.533714826785264,-0.369314396660811,-1.034579666441749,-0.5715882309920433,0.38039774810080346
151,2.2803843337172154,-0.7165564052543306,-1.8732912675762738,1.0206260911354241,-0.4140045655227149,2.4315656837239548,4.58144411012771,-0.9142839874338057,-0.35762609043826943,1.5535179106373007,0.7596183187783779,-1.274334891174626,-0.8920854947405383,-0.2845936058985837,-2.067723314627202,-3.5769650714907137,4.143908350669197,-0.12316609193596835,3.112698530709902,0.36270193466951584,-1.3873562284116898,4.744198543697988,-0.4382288654037143,-1.7179661676712736,-0.7998548815397445,-0.8245899028892038,-0.9358539924008196,1.2062044004546513,1.4285071503824007
